# x
2.500000000000000000e+02 4.975124299526214600e-01 0.000000000000000000e+00
1.250000000000000000e+02 9.950248599052429199e-01 0.000000000000000000e+00
3.750000000000000000e+02 1.492537260055541992e+00 0.000000000000000000e+00
6.250000000000000000e+01 1.990049719810485840e+00 0.000000000000000000e+00
3.125000000000000000e+02 2.487562179565429688e+00 0.000000000000000000e+00
1.875000000000000000e+02 2.985074520111083984e+00 0.000000000000000000e+00
4.375000000000000000e+02 3.482586860656738281e+00 0.000000000000000000e+00
3.125000000000000000e+01 3.980099439620971680e+00 0.000000000000000000e+00
2.812500000000000000e+02 4.477612018585205078e+00 0.000000000000000000e+00
1.562500000000000000e+02 4.975124359130859375e+00 0.000000000000000000e+00
4.062500000000000000e+02 5.472637176513671875e+00 0.000000000000000000e+00
9.375000000000000000e+01 5.970149040222167969e+00 0.000000000000000000e+00
3.437500000000000000e+02 6.467661857604980469e+00 0.000000000000000000e+00
2.187500000000000000e+02 6.965173721313476562e+00 0.000000000000000000e+00
4.687500000000000000e+02 7.462686538696289062e+00 0.000000000000000000e+00
1.562500000000000000e+01 7.960198879241943359e+00 0.000000000000000000e+00
2.656250000000000000e+02 8.457711219787597656e+00 0.000000000000000000e+00
1.406250000000000000e+02 8.955224037170410156e+00 0.000000000000000000e+00
3.906250000000000000e+02 9.452735900878906250e+00 0.000000000000000000e+00
7.812500000000000000e+01 9.950248718261718750e+00 0.000000000000000000e+00
3.281250000000000000e+02 1.044776153564453125e+01 0.000000000000000000e+00
2.031250000000000000e+02 1.094527435302734375e+01 0.000000000000000000e+00
4.531250000000000000e+02 1.144278526306152344e+01 0.000000000000000000e+00
4.687500000000000000e+01 1.194029808044433594e+01 0.000000000000000000e+00
2.968750000000000000e+02 1.243781089782714844e+01 0.000000000000000000e+00
1.718750000000000000e+02 1.293532371520996094e+01 0.000000000000000000e+00
4.218750000000000000e+02 1.343283653259277344e+01 0.000000000000000000e+00
1.093750000000000000e+02 1.393034744262695312e+01 0.000000000000000000e+00
3.593750000000000000e+02 1.442786026000976562e+01 0.000000000000000000e+00
2.343750000000000000e+02 1.492537307739257812e+01 0.000000000000000000e+00
4.843750000000000000e+02 1.542288494110107422e+01 0.000000000000000000e+00
7.812500000000000000e+00 1.592039775848388672e+01 0.000000000000000000e+00
2.578125000000000000e+02 1.641790962219238281e+01 0.000000000000000000e+00
1.328125000000000000e+02 1.691542243957519531e+01 0.000000000000000000e+00
3.828125000000000000e+02 1.741293525695800781e+01 0.000000000000000000e+00
7.031250000000000000e+01 1.791044807434082031e+01 0.000000000000000000e+00
3.203125000000000000e+02 1.840796089172363281e+01 0.000000000000000000e+00
1.953125000000000000e+02 1.890547180175781250e+01 0.000000000000000000e+00
4.453125000000000000e+02 1.940298461914062500e+01 0.000000000000000000e+00
3.906250000000000000e+01 1.990049743652343750e+01 0.000000000000000000e+00
2.890625000000000000e+02 2.039801025390625000e+01 0.000000000000000000e+00
1.640625000000000000e+02 2.089552307128906250e+01 0.000000000000000000e+00
4.140625000000000000e+02 2.139303588867187500e+01 0.000000000000000000e+00
1.015625000000000000e+02 2.189054870605468750e+01 0.000000000000000000e+00
3.515625000000000000e+02 2.238805961608886719e+01 0.000000000000000000e+00
2.265625000000000000e+02 2.288557052612304688e+01 0.000000000000000000e+00
4.765625000000000000e+02 2.338308334350585938e+01 0.000000000000000000e+00
2.343750000000000000e+01 2.388059616088867188e+01 0.000000000000000000e+00
2.734375000000000000e+02 2.437810897827148438e+01 0.000000000000000000e+00
1.484375000000000000e+02 2.487562179565429688e+01 0.000000000000000000e+00
3.984375000000000000e+02 2.537313461303710938e+01 0.000000000000000000e+00
8.593750000000000000e+01 2.587064743041992188e+01 0.000000000000000000e+00
3.359375000000000000e+02 2.636815834045410156e+01 0.000000000000000000e+00
2.109375000000000000e+02 2.686567306518554688e+01 0.000000000000000000e+00
4.609375000000000000e+02 2.736318397521972656e+01 0.000000000000000000e+00
5.468750000000000000e+01 2.786069488525390625e+01 0.000000000000000000e+00
3.046875000000000000e+02 2.835820960998535156e+01 0.000000000000000000e+00
1.796875000000000000e+02 2.885572052001953125e+01 0.000000000000000000e+00
4.296875000000000000e+02 2.935323333740234375e+01 0.000000000000000000e+00
1.171875000000000000e+02 2.985074615478515625e+01 0.000000000000000000e+00
3.671875000000000000e+02 3.034825897216796875e+01 0.000000000000000000e+00
2.421875000000000000e+02 3.084576988220214844e+01 0.000000000000000000e+00
4.921875000000000000e+02 3.134328460693359375e+01 0.000000000000000000e+00
3.906250000000000000e+00 3.184079551696777344e+01 0.000000000000000000e+00
2.539062500000000000e+02 3.233831024169921875e+01 0.000000000000000000e+00
1.289062500000000000e+02 3.283581924438476562e+01 0.000000000000000000e+00
3.789062500000000000e+02 3.333333587646484375e+01 0.000000000000000000e+00
6.640625000000000000e+01 3.383084487915039062e+01 0.000000000000000000e+00
3.164062500000000000e+02 3.432835769653320312e+01 0.000000000000000000e+00
1.914062500000000000e+02 3.482587051391601562e+01 0.000000000000000000e+00
4.414062500000000000e+02 3.532338333129882812e+01 0.000000000000000000e+00
3.515625000000000000e+01 3.582089614868164062e+01 0.000000000000000000e+00
2.851562500000000000e+02 3.631840896606445312e+01 0.000000000000000000e+00
1.601562500000000000e+02 3.681592178344726562e+01 0.000000000000000000e+00
4.101562500000000000e+02 3.731343078613281250e+01 0.000000000000000000e+00
9.765625000000000000e+01 3.781094360351562500e+01 0.000000000000000000e+00
3.476562500000000000e+02 3.830845642089843750e+01 0.000000000000000000e+00
2.226562500000000000e+02 3.880596923828125000e+01 0.000000000000000000e+00
4.726562500000000000e+02 3.930348205566406250e+01 0.000000000000000000e+00
1.953125000000000000e+01 3.980099487304687500e+01 0.000000000000000000e+00
2.695312500000000000e+02 4.029850769042968750e+01 0.000000000000000000e+00
1.445312500000000000e+02 4.079602050781250000e+01 0.000000000000000000e+00
3.945312500000000000e+02 4.129353332519531250e+01 0.000000000000000000e+00
8.203125000000000000e+01 4.179104614257812500e+01 0.000000000000000000e+00
3.320312500000000000e+02 4.228855514526367188e+01 0.000000000000000000e+00
2.070312500000000000e+02 4.278607177734375000e+01 0.000000000000000000e+00
4.570312500000000000e+02 4.328358078002929688e+01 0.000000000000000000e+00
5.078125000000000000e+01 4.378109741210937500e+01 0.000000000000000000e+00
3.007812500000000000e+02 4.427860641479492188e+01 0.000000000000000000e+00
1.757812500000000000e+02 4.477611923217773438e+01 0.000000000000000000e+00
4.257812500000000000e+02 4.527363204956054688e+01 0.000000000000000000e+00
1.132812500000000000e+02 4.577114105224609375e+01 0.000000000000000000e+00
3.632812500000000000e+02 4.626865768432617188e+01 0.000000000000000000e+00
2.382812500000000000e+02 4.676616668701171875e+01 0.000000000000000000e+00
4.882812500000000000e+02 4.726368331909179688e+01 0.000000000000000000e+00
1.171875000000000000e+01 4.776119232177734375e+01 0.000000000000000000e+00
2.617187500000000000e+02 4.825870513916015625e+01 0.000000000000000000e+00
1.367187500000000000e+02 4.875621795654296875e+01 0.000000000000000000e+00
3.867187500000000000e+02 4.925373077392578125e+01 0.000000000000000000e+00
7.421875000000000000e+01 4.975124359130859375e+01 0.000000000000000000e+00
3.242187500000000000e+02 5.024875259399414062e+01 0.000000000000000000e+00
1.992187500000000000e+02 5.074626922607421875e+01 0.000000000000000000e+00
4.492187500000000000e+02 5.124378204345703125e+01 0.000000000000000000e+00
4.296875000000000000e+01 5.174129486083984375e+01 0.000000000000000000e+00
2.929687500000000000e+02 5.223880386352539062e+01 0.000000000000000000e+00
1.679687500000000000e+02 5.273631668090820312e+01 0.000000000000000000e+00
4.179687500000000000e+02 5.323383331298828125e+01 0.000000000000000000e+00
1.054687500000000000e+02 5.373134613037109375e+01 0.000000000000000000e+00
3.554687500000000000e+02 5.422885513305664062e+01 0.000000000000000000e+00
2.304687500000000000e+02 5.472636795043945312e+01 0.000000000000000000e+00
4.804687500000000000e+02 5.522388076782226562e+01 0.000000000000000000e+00
2.734375000000000000e+01 5.572138977050781250e+01 0.000000000000000000e+00
2.773437500000000000e+02 5.621890258789062500e+01 0.000000000000000000e+00
1.523437500000000000e+02 5.671641921997070312e+01 0.000000000000000000e+00
4.023437500000000000e+02 5.721393203735351562e+01 0.000000000000000000e+00
8.984375000000000000e+01 5.771144104003906250e+01 0.000000000000000000e+00
3.398437500000000000e+02 5.820895385742187500e+01 0.000000000000000000e+00
2.148437500000000000e+02 5.870646667480468750e+01 0.000000000000000000e+00
4.648437500000000000e+02 5.920398330688476562e+01 0.000000000000000000e+00
5.859375000000000000e+01 5.970149230957031250e+01 0.000000000000000000e+00
3.085937500000000000e+02 6.019900512695312500e+01 0.000000000000000000e+00
1.835937500000000000e+02 6.069651794433593750e+01 0.000000000000000000e+00
4.335937500000000000e+02 6.119403076171875000e+01 0.000000000000000000e+00
1.210937500000000000e+02 6.169153976440429688e+01 0.000000000000000000e+00
3.710937500000000000e+02 6.218905639648437500e+01 0.000000000000000000e+00
2.460937500000000000e+02 6.268656921386718750e+01 0.000000000000000000e+00
4.960937500000000000e+02 6.318408203125000000e+01 0.000000000000000000e+00
1.953125000000000000e+00 6.368159103393554688e+01 0.000000000000000000e+00
2.519531250000000000e+02 6.417910766601562500e+01 0.000000000000000000e+00
1.269531250000000000e+02 6.467662048339843750e+01 0.000000000000000000e+00
3.769531250000000000e+02 6.517412567138671875e+01 0.000000000000000000e+00
6.445312500000000000e+01 6.567163848876953125e+01 0.000000000000000000e+00
3.144531250000000000e+02 6.616915130615234375e+01 0.000000000000000000e+00
1.894531250000000000e+02 6.666667175292968750e+01 0.000000000000000000e+00
4.394531250000000000e+02 6.716417694091796875e+01 0.000000000000000000e+00
